sep=,
Date,Category,Device,Clicks,Cost,Sales,"Order value","Tracked leads","Cost of tracked leads"
05/12/21,"Sportbekleidung Herren",Computer,347,156.14999999999984,2,232.4,347,156.14999999999984
05/12/21,"Sportbekleidung Herren",Mobile,12,4.05,0,0.0,12,4.05
05/12/21,"Fahrradteile & Fahrradzubehör",Computer,6,2.7,0,0.0,6,2.7
05/12/21,"Sportschuhe Herren",Computer,4,1.8,0,0.0,4,1.8
05/12/21,"Sportschuhe Herren",Mobile,4,1.35,0,0.0,4,1.35
07/12/21,Links,Computer,27,12.149999999999995,0,0.0,27,12.149999999999995
07/12/21,Links,Mobile,2,0.9,0,0.0,2,0.9
07/12/21,Herrenmode,Computer,3,1.35,0,0.0,3,1.35
07/12/21,Herrenmode,Mobile,1,0.3375,0,0.0,1,0.3375
07/12/21,Damenmode,Computer,2,0.9,0,0.0,2,0.9
07/12/21,Damenmode,Mobile,3,1.0125000000000002,0,0.0,3,1.0125000000000002
07/12/21,Sonnenbrillen,Mobile,1,0.3375,0,0.0,1,0.3375
07/12/21,"Sportbekleidung Damen",Computer,12,5.4,0,0.0,12,5.4
07/12/21,"Sportbekleidung Herren",Computer,138,62.10000000000009,0,0.0,138,62.10000000000009
07/12/21,"Sportbekleidung Herren",Mobile,8,2.6999999999999997,0,0.0,8,2.6999999999999997
07/12/21,"Fahrradteile & Fahrradzubehör",Computer,4,1.8,0,0.0,4,1.8
07/12/21,"Sportschuhe Herren",Computer,1,0.45,0,0.0,1,0.45
14/12/21,Links,Computer,722,324.8999999999956,1,30.71,722,324.8999999999956
14/12/21,Links,Mobile,35,15.74999999999999,0,0.0,35,15.74999999999999
14/12/21,Herrenmode,Computer,2,0.9,0,0.0,2,0.9
14/12/21,Damenmode,Computer,2,0.9,0,0.0,2,0.9
14/12/21,Sonnenbrillen,Computer,2,0.9,0,0.0,2,0.9
14/12/21,"Sportbekleidung Damen",Computer,16,7.200000000000002,0,0.0,16,7.200000000000002
14/12/21,"Sportbekleidung Damen",Mobile,8,2.7,0,0.0,8,2.7
14/12/21,"Sportbekleidung Herren",Computer,120,54.000000000000036,1,152.94,120,54.000000000000036
14/12/21,"Sportbekleidung Herren",Mobile,16,5.400000000000001,0,0.0,16,5.400000000000001
14/12/21,"Fahrradteile & Fahrradzubehör",Computer,5,2.25,0,0.0,5,2.25
14/12/21,"Sportschuhe Herren",Computer,3,1.35,0,0.0,3,1.35
16/12/21,Links,Computer,719,323.54999999999563,0,0.0,719,323.54999999999563
16/12/21,Links,Mobile,46,20.69999999999998,0,0.0,46,20.69999999999998
16/12/21,Herrenmode,Computer,1,0.45,0,0.0,1,0.45
16/12/21,Damenmode,Computer,7,3.1500000000000004,1,415.97,7,3.1500000000000004
16/12/21,Sonnenbrillen,Computer,1,0.45,0,0.0,1,0.45
16/12/21,Sonnenbrillen,Mobile,1,0.3375,0,0.0,1,0.3375
16/12/21,"Sportbekleidung Damen",Computer,20,9.000000000000002,0,0.0,20,9.000000000000002
16/12/21,"Sportbekleidung Herren",Computer,124,55.80000000000003,0,0.0,124,55.80000000000003
16/12/21,"Sportbekleidung Herren",Mobile,22,7.4250000000000025,0,0.0,22,7.4250000000000025
16/12/21,Taschen,Computer,1,0.45,0,0.0,1,0.45
16/12/21,Taschen,Mobile,1,0.3375,0,0.0,1,0.3375
16/12/21,"Fahrradteile & Fahrradzubehör",Computer,3,1.35,0,0.0,3,1.35
16/12/21,"Sportschuhe Herren",Computer,1,0.45,0,0.0,1,0.45
10/12/21,Links,Computer,164,73.80000000000022,0,0.0,164,73.80000000000022
10/12/21,Links,Mobile,3,1.35,0,0.0,3,1.35
10/12/21,Herrenmode,Computer,2,0.9,0,0.0,2,0.9
10/12/21,Herrenmode,Mobile,2,0.675,0,0.0,2,0.675
10/12/21,Damenmode,Computer,8,3.6000000000000005,0,0.0,8,3.6000000000000005
10/12/21,Damenmode,Mobile,4,1.35,0,0.0,4,1.35
10/12/21,"Sportbekleidung Damen",Computer,12,5.400000000000001,1,205.88,12,5.400000000000001
10/12/21,"Sportbekleidung Damen",Mobile,1,0.3375,0,0.0,1,0.3375
10/12/21,"Sportbekleidung Herren",Computer,124,55.800000000000075,0,0.0,124,55.800000000000075
10/12/21,"Sportbekleidung Herren",Mobile,19,6.4125000000000005,0,0.0,19,6.4125000000000005
10/12/21,"Fahrradteile & Fahrradzubehör",Computer,3,1.35,0,0.0,3,1.35
10/12/21,"Fahrradteile & Fahrradzubehör",Mobile,1,0.3375,0,0.0,1,0.3375
10/12/21,"Sportschuhe Herren",Computer,2,0.9,0,0.0,2,0.9
11/12/21,Links,Computer,329,148.05000000000007,0,0.0,329,148.05000000000007
11/12/21,Links,Mobile,21,9.45,0,0.0,21,9.45
11/12/21,Herrenmode,Computer,3,1.35,0,0.0,3,1.35
11/12/21,Damenmode,Computer,5,2.25,0,0.0,5,2.25
11/12/21,Damenmode,Mobile,1,0.3375,0,0.0,1,0.3375
11/12/21,"Sportbekleidung Damen",Computer,14,6.300000000000001,0,0.0,14,6.300000000000001
11/12/21,"Sportbekleidung Herren",Computer,124,55.80000000000007,1,126.05,124,55.80000000000007
11/12/21,"Sportbekleidung Herren",Mobile,10,3.375,0,0.0,10,3.375
11/12/21,"Fahrradteile & Fahrradzubehör",Computer,3,1.35,0,0.0,3,1.35
11/12/21,"Sportschuhe Herren",Computer,2,0.9,0,0.0,2,0.9
12/12/21,Links,Computer,740,332.9999999999954,0,0.0,740,332.9999999999954
12/12/21,Links,Mobile,35,15.74999999999999,0,0.0,35,15.74999999999999
12/12/21,Herrenmode,Computer,2,0.9,0,0.0,2,0.9
12/12/21,Herrenmode,Mobile,4,1.35,0,0.0,4,1.35
12/12/21,Damenmode,Computer,11,4.950000000000001,0,0.0,11,4.950000000000001
12/12/21,Damenmode,Mobile,2,0.675,0,0.0,2,0.675
12/12/21,Sonnenbrillen,Mobile,1,0.3375,0,0.0,1,0.3375
12/12/21,"Sportbekleidung Damen",Computer,24,10.799999999999997,0,0.0,24,10.799999999999997
12/12/21,"Sportbekleidung Damen",Mobile,5,1.6875,0,0.0,5,1.6875
12/12/21,"Sportbekleidung Herren",Computer,181,81.45000000000002,0,0.0,181,81.45000000000002
12/12/21,"Sportbekleidung Herren",Mobile,4,1.35,0,0.0,4,1.35
12/12/21,"Fahrradteile & Fahrradzubehör",Computer,2,0.9,0,0.0,2,0.9
12/12/21,"Sportschuhe Herren",Computer,2,0.9,0,0.0,2,0.9
12/12/21,"Sportschuhe Herren",Mobile,3,1.0125000000000002,1,96.63,3,1.0125000000000002
13/12/21,Links,Computer,700,314.99999999999585,0,0.0,700,314.99999999999585
13/12/21,Links,Mobile,45,20.249999999999982,0,0.0,45,20.249999999999982
13/12/21,Herrenmode,Computer,2,0.9,0,0.0,2,0.9
13/12/21,Herrenmode,Mobile,1,0.3375,0,0.0,1,0.3375
13/12/21,Damenmode,Computer,12,5.4,0,0.0,12,5.4
13/12/21,Sonnenbrillen,Computer,2,0.9,0,0.0,2,0.9
13/12/21,"Sportbekleidung Damen",Computer,22,9.9,0,0.0,22,9.9
13/12/21,"Sportbekleidung Damen",Mobile,3,1.0125000000000002,0,0.0,3,1.0125000000000002
13/12/21,"Sportbekleidung Herren",Computer,156,70.20000000000009,3,337.03999999999996,156,70.20000000000009
13/12/21,"Sportbekleidung Herren",Mobile,26,8.775000000000002,0,0.0,26,8.775000000000002
13/12/21,"Fahrradteile & Fahrradzubehör",Computer,3,1.35,0,0.0,3,1.35
13/12/21,"Sportschuhe Herren",Mobile,3,1.0125000000000002,0,0.0,3,1.0125000000000002
15/12/21,Links,Computer,729,328.0499999999955,0,0.0,729,328.0499999999955
15/12/21,Links,Mobile,50,22.49999999999998,0,0.0,50,22.49999999999998
15/12/21,Herrenmode,Computer,4,1.8,0,0.0,4,1.8
15/12/21,Herrenmode,Mobile,1,0.3375,0,0.0,1,0.3375
15/12/21,Damenmode,Computer,4,1.8,0,0.0,4,1.8
15/12/21,"Sportbekleidung Damen",Computer,14,6.300000000000002,0,0.0,14,6.300000000000002
15/12/21,"Sportbekleidung Damen",Mobile,1,0.3375,0,0.0,1,0.3375
15/12/21,"Sportbekleidung Herren",Computer,122,54.900000000000055,0,0.0,122,54.900000000000055
15/12/21,"Sportbekleidung Herren",Mobile,15,5.062500000000001,1,151.26,15,5.062500000000001
15/12/21,"Fahrradteile & Fahrradzubehör",Computer,1,0.45,0,0.0,1,0.45
15/12/21,"Fahrradteile & Fahrradzubehör",Mobile,1,0.3375,0,0.0,1,0.3375
17/12/21,Links,Computer,666,299.69999999999624,0,0.0,666,299.69999999999624
17/12/21,Links,Mobile,55,24.749999999999975,0,0.0,55,24.749999999999975
17/12/21,Herrenmode,Mobile,1,0.3375,0,0.0,1,0.3375
17/12/21,Damenmode,Computer,3,1.35,0,0.0,3,1.35
17/12/21,"Sportbekleidung Damen",Computer,7,3.15,0,0.0,7,3.15
17/12/21,"Sportbekleidung Herren",Computer,72,32.4,0,0.0,72,32.4
17/12/21,"Sportbekleidung Herren",Mobile,14,4.7250000000000005,0,0.0,14,4.7250000000000005
17/12/21,Taschen,Computer,2,0.9,0,0.0,2,0.9
17/12/21,"Fahrradteile & Fahrradzubehör",Computer,1,0.45,0,0.0,1,0.45
17/12/21,"Sportschuhe Herren",Computer,2,0.9,0,0.0,2,0.9
03/12/21,Links,Computer,5,2.25,0,0.0,5,2.25
03/12/21,Links,Mobile,2,0.9,0,0.0,2,0.9
03/12/21,Herrenmode,Computer,4,1.8,0,0.0,4,1.8
03/12/21,Damenmode,Computer,2,0.9,0,0.0,2,0.9
03/12/21,Damenmode,Mobile,2,0.675,0,0.0,2,0.675
03/12/21,Sonnenbrillen,Mobile,1,0.3375,0,0.0,1,0.3375
03/12/21,"Sportbekleidung Damen",Computer,5,2.25,0,0.0,5,2.25
03/12/21,"Sportbekleidung Damen",Mobile,2,0.675,0,0.0,2,0.675
03/12/21,"Sportbekleidung Herren",Computer,33,14.849999999999996,1,168.07,33,14.849999999999996
03/12/21,"Sportbekleidung Herren",Mobile,5,1.6875000000000002,0,0.0,5,1.6875000000000002
03/12/21,"Fahrradteile & Fahrradzubehör",Computer,1,0.45,0,0.0,1,0.45
03/12/21,"Sportschuhe Herren",Computer,1,0.45,0,0.0,1,0.45
06/12/21,Links,Computer,66,29.699999999999967,0,0.0,66,29.699999999999967
06/12/21,Links,Mobile,3,1.35,0,0.0,3,1.35
06/12/21,Herrenmode,Computer,6,2.7,0,0.0,6,2.7
06/12/21,Damenmode,Computer,5,2.25,0,0.0,5,2.25
06/12/21,Damenmode,Mobile,3,1.0125000000000002,0,0.0,3,1.0125000000000002
06/12/21,"Sportbekleidung Damen",Computer,46,20.69999999999999,0,0.0,46,20.69999999999999
06/12/21,"Sportbekleidung Damen",Mobile,2,0.675,0,0.0,2,0.675
06/12/21,"Sportbekleidung Herren",Computer,223,100.35000000000008,1,151.26,223,100.35000000000008
06/12/21,"Sportbekleidung Herren",Mobile,15,5.0625,0,0.0,15,5.0625
06/12/21,"Fahrradteile & Fahrradzubehör",Computer,5,2.25,0,0.0,5,2.25
06/12/21,"Fahrradteile & Fahrradzubehör",Mobile,1,0.3375,0,0.0,1,0.3375
06/12/21,"Sportschuhe Herren",Computer,1,0.45,0,0.0,1,0.45
06/12/21,"Sportschuhe Herren",Mobile,1,0.3375,0,0.0,1,0.3375
08/12/21,Links,Computer,23,10.349999999999998,0,0.0,23,10.349999999999998
08/12/21,Herrenmode,Computer,5,2.25,0,0.0,5,2.25
08/12/21,Herrenmode,Mobile,1,0.3375,0,0.0,1,0.3375
08/12/21,Damenmode,Computer,3,1.35,0,0.0,3,1.35
08/12/21,Damenmode,Mobile,5,1.6875,0,0.0,5,1.6875
08/12/21,"Sportbekleidung Damen",Computer,16,7.200000000000002,0,0.0,16,7.200000000000002
08/12/21,"Sportbekleidung Damen",Mobile,3,1.0125000000000002,0,0.0,3,1.0125000000000002
08/12/21,"Sportbekleidung Herren",Computer,91,40.95000000000004,0,0.0,91,40.95000000000004
08/12/21,"Sportbekleidung Herren",Mobile,15,5.062500000000001,1,92.44,15,5.062500000000001
08/12/21,"Fahrradteile & Fahrradzubehör",Computer,3,1.35,0,0.0,3,1.35
08/12/21,"Sportschuhe Herren",Computer,3,1.35,0,0.0,3,1.35
09/12/21,Links,Computer,32,14.399999999999991,0,0.0,32,14.399999999999991
09/12/21,Links,Mobile,3,1.35,0,0.0,3,1.35
09/12/21,Herrenmode,Computer,5,2.25,0,0.0,5,2.25
09/12/21,Herrenmode,Mobile,1,0.3375,0,0.0,1,0.3375
09/12/21,Damenmode,Computer,6,2.7,0,0.0,6,2.7
09/12/21,Damenmode,Mobile,2,0.675,0,0.0,2,0.675
09/12/21,Sonnenbrillen,Computer,1,0.45,0,0.0,1,0.45
09/12/21,"Sportbekleidung Damen",Computer,15,6.750000000000002,0,0.0,15,6.750000000000002
09/12/21,"Sportbekleidung Damen",Mobile,1,0.3375,0,0.0,1,0.3375
09/12/21,"Sportbekleidung Herren",Computer,128,57.60000000000006,1,55.92,128,57.60000000000006
09/12/21,"Sportbekleidung Herren",Mobile,21,7.087500000000002,0,0.0,21,7.087500000000002
09/12/21,"Fahrradteile & Fahrradzubehör",Computer,5,2.25,0,0.0,5,2.25
09/12/21,"Sportschuhe Herren",Computer,2,0.9,0,0.0,2,0.9
09/12/21,"Sportschuhe Herren",Mobile,1,0.3375,0,0.0,1,0.3375
18/12/21,Links,Computer,382,171.89999999999947,0,0.0,382,171.89999999999947
18/12/21,Links,Mobile,71,31.949999999999964,0,0.0,71,31.949999999999964
18/12/21,Herrenmode,Computer,1,0.45,0,0.0,1,0.45
18/12/21,Herrenmode,Mobile,8,2.7,0,0.0,8,2.7
18/12/21,Damenmode,Computer,8,3.6,0,0.0,8,3.6
18/12/21,Damenmode,Mobile,4,1.35,0,0.0,4,1.35
18/12/21,"Sportbekleidung Damen",Computer,15,6.750000000000001,0,0.0,15,6.750000000000001
18/12/21,"Sportbekleidung Damen",Mobile,1,0.3375,0,0.0,1,0.3375
18/12/21,"Sportbekleidung Herren",Computer,86,38.70000000000001,0,0.0,86,38.70000000000001
18/12/21,"Sportbekleidung Herren",Mobile,13,4.3875,0,0.0,13,4.3875
18/12/21,Taschen,Computer,1,0.45,0,0.0,1,0.45
18/12/21,"Fahrradteile & Fahrradzubehör",Mobile,3,1.0125000000000002,0,0.0,3,1.0125000000000002
18/12/21,"Sportschuhe Herren",Computer,2,0.9,0,0.0,2,0.9
19/12/21,Links,Computer,737,331.64999999999543,0,0.0,737,331.64999999999543
19/12/21,Links,Mobile,69,31.049999999999965,0,0.0,69,31.049999999999965
19/12/21,Herrenmode,Computer,2,0.9,0,0.0,2,0.9
19/12/21,Herrenmode,Mobile,1,0.3375,0,0.0,1,0.3375
19/12/21,Damenmode,Computer,10,4.5,0,0.0,10,4.5
19/12/21,"Sportbekleidung Damen",Computer,17,7.650000000000002,0,0.0,17,7.650000000000002
19/12/21,"Sportbekleidung Damen",Mobile,3,1.0125000000000002,0,0.0,3,1.0125000000000002
19/12/21,"Sportbekleidung Herren",Computer,110,49.500000000000064,2,131.55,110,49.500000000000064
19/12/21,"Sportbekleidung Herren",Mobile,10,3.375,0,0.0,10,3.375
19/12/21,"Sportschuhe Herren",Computer,1,0.45,0,0.0,1,0.45
20/12/21,Links,Computer,677,304.6499999999961,0,0.0,677,304.6499999999961
20/12/21,Links,Mobile,137,61.65000000000015,0,0.0,137,61.65000000000015
20/12/21,Herrenmode,Computer,5,2.25,0,0.0,5,2.25
20/12/21,Herrenmode,Mobile,1,0.3375,0,0.0,1,0.3375
20/12/21,Damenmode,Computer,5,2.25,0,0.0,5,2.25
20/12/21,"Sportbekleidung Damen",Computer,11,4.950000000000001,0,0.0,11,4.950000000000001
20/12/21,"Sportbekleidung Herren",Computer,99,44.550000000000026,1,315.14,99,44.550000000000026
20/12/21,"Sportbekleidung Herren",Mobile,7,2.3625,0,0.0,7,2.3625
20/12/21,"Sportschuhe Herren",Computer,2,0.9,0,0.0,2,0.9
27/12/21,"Sportbekleidung Herren",Mobile,0,0.0,1,168.06,0,0.0
02/11/21,Links,Computer,252,113.40000000000047,1,369.75,252,113.40000000000047
02/11/21,Links,Mobile,249,112.05000000000047,0,0.0,249,112.05000000000047
02/11/21,Herrenmode,Computer,2,0.9,0,0.0,2,0.9
02/11/21,Herrenmode,Mobile,4,1.35,0,0.0,4,1.35
02/11/21,Damenmode,Computer,6,2.7,0,0.0,6,2.7
02/11/21,Damenmode,Mobile,10,3.3749999999999996,0,0.0,10,3.3749999999999996
02/11/21,Sonnenbrillen,Computer,3,1.35,0,0.0,3,1.35
02/11/21,"Sportbekleidung Damen",Computer,11,4.950000000000001,0,0.0,11,4.950000000000001
02/11/21,"Sportbekleidung Damen",Mobile,1,0.3375,0,0.0,1,0.3375
02/11/21,"Sportbekleidung Herren",Computer,61,27.449999999999974,0,0.0,61,27.449999999999974
02/11/21,"Sportbekleidung Herren",Mobile,9,3.0375,0,0.0,9,3.0375
02/11/21,Taschen,Mobile,1,0.3375,0,0.0,1,0.3375
02/11/21,"Fahrradteile & Fahrradzubehör",Computer,3,1.35,0,0.0,3,1.35
02/11/21,"Fahrradteile & Fahrradzubehör",Mobile,3,1.0125000000000002,0,0.0,3,1.0125000000000002
02/11/21,"Sportschuhe Herren",Computer,1,0.45,0,0.0,1,0.45
02/11/21,"Sportschuhe Herren",Mobile,1,0.3375,0,0.0,1,0.3375
03/11/21,Links,Computer,168,75.60000000000024,0,0.0,168,75.60000000000024
03/11/21,Links,Mobile,224,100.8000000000004,0,0.0,224,100.8000000000004
03/11/21,Herrenmode,Computer,2,0.9,0,0.0,2,0.9
03/11/21,Herrenmode,Mobile,1,0.3375,0,0.0,1,0.3375
03/11/21,Damenmode,Computer,6,2.7,0,0.0,6,2.7
03/11/21,Damenmode,Mobile,5,1.6875,0,0.0,5,1.6875
03/11/21,"Sportbekleidung Damen",Computer,9,4.050000000000001,0,0.0,9,4.050000000000001
03/11/21,"Sportbekleidung Herren",Computer,34,15.299999999999995,0,0.0,34,15.299999999999995
03/11/21,"Sportbekleidung Herren",Mobile,8,2.7,0,0.0,8,2.7
03/11/21,"Fahrradteile & Fahrradzubehör",Computer,1,0.45,0,0.0,1,0.45
03/11/21,"Fahrradteile & Fahrradzubehör",Mobile,1,0.3375,0,0.0,1,0.3375
03/11/21,"Sportschuhe Herren",Computer,2,0.9,0,0.0,2,0.9
03/11/21,"Sportschuhe Herren",Mobile,3,1.0125000000000002,0,0.0,3,1.0125000000000002
05/11/21,Links,Computer,55,24.749999999999975,1,201.68,55,24.749999999999975
05/11/21,Links,Mobile,69,31.049999999999965,0,0.0,69,31.049999999999965
05/11/21,Herrenmode,Computer,3,1.35,0,0.0,3,1.35
05/11/21,Damenmode,Computer,6,2.7,0,0.0,6,2.7
05/11/21,Damenmode,Mobile,4,1.35,0,0.0,4,1.35
05/11/21,"Sportbekleidung Damen",Computer,7,3.1500000000000004,0,0.0,7,3.1500000000000004
05/11/21,"Sportbekleidung Herren",Computer,30,13.499999999999996,0,0.0,30,13.499999999999996
05/11/21,"Sportbekleidung Herren",Mobile,7,2.3625,0,0.0,7,2.3625
05/11/21,"Fahrradteile & Fahrradzubehör",Mobile,1,0.3375,0,0.0,1,0.3375
07/11/21,Links,Computer,39,17.549999999999986,0,0.0,39,17.549999999999986
07/11/21,Links,Mobile,52,23.399999999999977,0,0.0,52,23.399999999999977
07/11/21,Herrenmode,Computer,1,0.45,0,0.0,1,0.45
07/11/21,Damenmode,Computer,6,2.7,0,0.0,6,2.7
07/11/21,Damenmode,Mobile,1,0.3375,0,0.0,1,0.3375
07/11/21,"Sportbekleidung Damen",Computer,11,4.95,0,0.0,11,4.95
07/11/21,"Sportbekleidung Herren",Computer,50,22.499999999999986,2,310.93,50,22.499999999999986
07/11/21,"Sportbekleidung Herren",Mobile,20,6.750000000000002,1,75.63,20,6.750000000000002
07/11/21,"Fahrradteile & Fahrradzubehör",Computer,1,0.45,0,0.0,1,0.45
07/11/21,"Sportschuhe Herren",Computer,1,0.45,0,0.0,1,0.45
09/11/21,Links,Computer,76,34.199999999999974,0,0.0,76,34.199999999999974
09/11/21,Links,Mobile,9,4.050000000000001,0,0.0,9,4.050000000000001
09/11/21,Herrenmode,Computer,3,1.35,1,147.06,3,1.35
09/11/21,Herrenmode,Mobile,2,0.675,0,0.0,2,0.675
09/11/21,Damenmode,Computer,8,3.6000000000000005,0,0.0,8,3.6000000000000005
09/11/21,"Sportbekleidung Damen",Computer,14,6.300000000000001,0,0.0,14,6.300000000000001
09/11/21,"Sportbekleidung Damen",Mobile,6,2.0250000000000004,0,0.0,6,2.0250000000000004
09/11/21,"Sportbekleidung Herren",Computer,58,26.09999999999998,2,512.5999999999999,58,26.09999999999998
09/11/21,"Sportbekleidung Herren",Mobile,8,2.6999999999999997,0,0.0,8,2.6999999999999997
13/11/21,Links,Computer,32,14.399999999999991,0,0.0,32,14.399999999999991
13/11/21,Links,Mobile,2,0.9,0,0.0,2,0.9
13/11/21,Herrenmode,Computer,5,2.25,0,0.0,5,2.25
13/11/21,Herrenmode,Mobile,2,0.675,0,0.0,2,0.675
13/11/21,Damenmode,Computer,6,2.7,0,0.0,6,2.7
13/11/21,Damenmode,Mobile,2,0.675,0,0.0,2,0.675
13/11/21,Sonnenbrillen,Computer,1,0.45,0,0.0,1,0.45
13/11/21,Sonnenbrillen,Mobile,1,0.3375,0,0.0,1,0.3375
13/11/21,"Sportbekleidung Damen",Computer,17,7.650000000000001,0,0.0,17,7.650000000000001
13/11/21,"Sportbekleidung Herren",Computer,82,36.9,0,0.0,82,36.9
13/11/21,"Sportbekleidung Herren",Mobile,7,2.3625,0,0.0,7,2.3625
13/11/21,Taschen,Mobile,1,0.3375,0,0.0,1,0.3375
13/11/21,"Sportschuhe Herren",Computer,2,0.9,0,0.0,2,0.9
15/11/21,Links,Computer,41,18.449999999999985,0,0.0,41,18.449999999999985
15/11/21,Links,Mobile,23,10.349999999999998,0,0.0,23,10.349999999999998
15/11/21,Herrenmode,Computer,1,0.45,0,0.0,1,0.45
15/11/21,Herrenmode,Mobile,1,0.3375,0,0.0,1,0.3375
15/11/21,Damenmode,Computer,2,0.9,0,0.0,2,0.9
15/11/21,Damenmode,Mobile,2,0.675,0,0.0,2,0.675
15/11/21,"Sportbekleidung Damen",Computer,6,2.7,0,0.0,6,2.7
15/11/21,"Sportbekleidung Damen",Mobile,2,0.675,0,0.0,2,0.675
15/11/21,"Sportbekleidung Herren",Computer,36,16.199999999999992,0,0.0,36,16.199999999999992
15/11/21,"Sportbekleidung Herren",Mobile,8,2.7,0,0.0,8,2.7
15/11/21,"Fahrradteile & Fahrradzubehör",Computer,3,1.35,0,0.0,3,1.35
15/11/21,"Sportschuhe Herren",Computer,1,0.45,0,0.0,1,0.45
15/11/21,"Sportschuhe Herren",Mobile,2,0.675,0,0.0,2,0.675
16/11/21,Links,Computer,7,3.1500000000000004,0,0.0,7,3.1500000000000004
16/11/21,Links,Mobile,2,0.9,0,0.0,2,0.9
16/11/21,Herrenmode,Computer,2,0.9,0,0.0,2,0.9
16/11/21,Herrenmode,Mobile,4,1.35,0,0.0,4,1.35
16/11/21,Damenmode,Computer,6,2.7,0,0.0,6,2.7
16/11/21,Damenmode,Mobile,2,0.675,0,0.0,2,0.675
16/11/21,"Sportbekleidung Damen",Computer,2,0.9,0,0.0,2,0.9
16/11/21,"Sportbekleidung Damen",Mobile,6,2.025,0,0.0,6,2.025
16/11/21,"Sportbekleidung Herren",Computer,52,23.39999999999998,1,64.32,52,23.39999999999998
16/11/21,"Sportbekleidung Herren",Mobile,4,1.35,0,0.0,4,1.35
16/11/21,Taschen,Mobile,1,0.3375,0,0.0,1,0.3375
16/11/21,"Fahrradteile & Fahrradzubehör",Computer,1,0.45,0,0.0,1,0.45
16/11/21,"Fahrradteile & Fahrradzubehör",Mobile,5,1.6875,0,0.0,5,1.6875
16/11/21,"Sportschuhe Herren",Computer,1,0.45,0,0.0,1,0.45
18/11/21,Links,Computer,269,121.05000000000052,0,0.0,269,121.05000000000052
18/11/21,Links,Mobile,342,153.89999999999992,1,55.92,342,153.89999999999992
18/11/21,Herrenmode,Computer,1,0.45,0,0.0,1,0.45
18/11/21,Damenmode,Computer,5,2.25,0,0.0,5,2.25
18/11/21,Damenmode,Mobile,1,0.3375,0,0.0,1,0.3375
18/11/21,Herrenunterwäsche,Computer,1,0.45,0,0.0,1,0.45
18/11/21,"Sportbekleidung Damen",Computer,7,3.15,0,0.0,7,3.15
18/11/21,"Sportbekleidung Damen",Mobile,2,0.675,0,0.0,2,0.675
18/11/21,"Sportbekleidung Herren",Computer,78,35.1,0,0.0,78,35.1
18/11/21,"Sportbekleidung Herren",Mobile,10,3.3749999999999996,0,0.0,10,3.3749999999999996
18/11/21,Taschen,Computer,1,0.45,0,0.0,1,0.45
18/11/21,"Fahrradteile & Fahrradzubehör",Computer,2,0.9,0,0.0,2,0.9
18/11/21,"Fahrradteile & Fahrradzubehör",Mobile,1,0.3375,0,0.0,1,0.3375
18/11/21,"Sportschuhe Herren",Computer,1,0.45,0,0.0,1,0.45
18/11/21,Rucksäcke,Computer,1,0.45,0,0.0,1,0.45
21/11/21,Links,Computer,587,264.14999999999714,0,0.0,587,264.14999999999714
21/11/21,Links,Mobile,815,366.74999999999454,0,0.0,815,366.74999999999454
21/11/21,Herrenmode,Computer,5,2.25,0,0.0,5,2.25
21/11/21,Damenmode,Computer,4,1.8,0,0.0,4,1.8
21/11/21,Sonnenbrillen,Computer,1,0.45,0,0.0,1,0.45
21/11/21,Sonnenbrillen,Mobile,1,0.3375,0,0.0,1,0.3375
21/11/21,"Sportbekleidung Damen",Computer,15,6.75,0,0.0,15,6.75
21/11/21,"Sportbekleidung Damen",Mobile,4,1.35,0,0.0,4,1.35
21/11/21,"Sportbekleidung Herren",Computer,121,54.45000000000004,1,113.44,121,54.45000000000004
21/11/21,"Sportbekleidung Herren",Mobile,12,4.05,0,0.0,12,4.05
21/11/21,"Fahrradteile & Fahrradzubehör",Computer,2,0.9,0,0.0,2,0.9
21/11/21,"Fahrradteile & Fahrradzubehör",Mobile,1,0.3375,0,0.0,1,0.3375
21/11/21,"Sportschuhe Herren",Computer,6,2.7,0,0.0,6,2.7
21/11/21,"Sportschuhe Herren",Mobile,2,0.675,0,0.0,2,0.675
22/11/21,Links,Computer,1070,481.49999999999164,2,503.36,1070,481.49999999999164
22/11/21,Links,Mobile,1237,556.6499999999954,0,0.0,1237,556.6499999999954
22/11/21,Herrenmode,Computer,4,1.8,0,0.0,4,1.8
22/11/21,Herrenmode,Mobile,1,0.3375,0,0.0,1,0.3375
22/11/21,Damenmode,Computer,6,2.7,0,0.0,6,2.7
22/11/21,Damenmode,Mobile,2,0.675,0,0.0,2,0.675
22/11/21,Sonnenbrillen,Computer,1,0.45,0,0.0,1,0.45
22/11/21,Sonnenbrillen,Mobile,2,0.675,0,0.0,2,0.675
22/11/21,"Sportbekleidung Damen",Computer,23,10.35,0,0.0,23,10.35
22/11/21,"Sportbekleidung Damen",Mobile,1,0.3375,0,0.0,1,0.3375
22/11/21,"Sportbekleidung Herren",Computer,147,66.15000000000005,3,467.21,147,66.15000000000005
22/11/21,"Sportbekleidung Herren",Mobile,10,3.3749999999999996,1,84.03,10,3.3749999999999996
22/11/21,"Fahrradteile & Fahrradzubehör",Computer,3,1.35,0,0.0,3,1.35
22/11/21,"Sportschuhe Herren",Computer,3,1.35,0,0.0,3,1.35
24/11/21,Links,Computer,113,50.85000000000008,0,0.0,113,50.85000000000008
24/11/21,Links,Mobile,196,88.20000000000032,0,0.0,196,88.20000000000032
